playerID,yearID,season1,season2,season3,season4
oberrmi01,1981,20,10,10,8
freesge02,1956,43,98,52,107
freesge02,1957,98,52,107,124
freesge02,1958,52,107,124,159
freesge02,1959,107,124,159,6
freesge02,1960,124,159,6,53
freesge02,1961,159,6,53,65
freesge02,1962,6,53,65,30
muellbi02,1997,114,157,120,150
muellbi02,1998,157,120,150,62
muellbi02,1999,120,150,62,96
muellbi02,2000,150,62,96,171
muellbi02,2001,62,96,171,113
muellbi02,2002,96,171,113,153
corajo01,1989,6,27,55,30
corajo01,1990,27,55,30,155
corajo01,1991,55,30,155,86
corajo01,1992,30,155,86,127
corajo01,1993,155,86,127,154
corajo01,1994,86,127,154,172
piazzmi01,1993,174,129,150,184
piazzmi01,1994,129,150,184,201
piazzmi01,1995,150,184,201,184
piazzmi01,1996,184,201,184,162
piazzmi01,1997,201,184,162,156
piazzmi01,1998,184,162,156,151
piazzmi01,1999,162,156,151,134
piazzmi01,2000,156,151,134,67
piazzmi01,2001,151,134,67,121
piazzmi01,2002,134,67,121,100
piazzmi01,2003,67,121,100,113
woodwch01,2000,19,12,86,91
woodwch01,2001,12,86,91,50
woodwch01,2002,86,91,50,49
woodwch01,2003,91,50,49,48
woodwch01,2004,50,49,48,27
woodwch01,2005,49,48,27,17
woodwch01,2006,48,27,17,3
strawda01,1984,131,109,123,151
strawda01,1985,109,123,151,146
strawda01,1986,123,151,146,107
strawda01,1987,151,146,107,150
strawda01,1988,146,107,150,134
strawda01,1989,107,150,134,37
strawda01,1990,150,134,37,14
strawda01,1991,134,37,14,22
strawda01,1992,37,14,22,24
strawda01,1993,14,22,24,53
strawda01,1994,22,24,53,3
strawda01,1995,24,53,3,73
brilene01,1966,3,6,11,8
brilene01,1967,6,11,8,7
brilene01,1968,11,8,7,10
brilene01,1969,8,7,10,11
brilene01,1970,7,10,11,14
brilene01,1971,10,11,14,0
brilene01,1972,11,14,0,0.0
brilene01,1973,14,0,0.0,0.0
brilene01,1974,0,0.0,0.0,0.0
asselbr01,1977,26,28,1,62
gilge01,2002,98,40,9,24
brownbo04,1980,107,14,59,60
brownbo04,1981,14,59,60,43
ordonma01,1998,151,188,185,181
ordonma01,1999,188,185,181,189
ordonma01,2000,185,181,189,192
ordonma01,2001,181,189,192,59
ordonma01,2002,189,192,59,92
ordonma01,2003,192,59,92,177
ordonma01,2004,59,92,177,216
ordonma01,2005,92,177,216,178
ordonma01,2006,177,216,178,144
ordonma01,2007,216,178,144,98
gonzaad01,2005,34,173,182,172
gonzaad01,2006,173,182,172,153
gonzaad01,2007,182,172,153,176
gonzaad01,2008,172,153,176,213
gonzaad01,2009,153,176,213,188
gonzaad01,2010,176,213,188,171
gonzaad01,2011,213,188,171,163
northbi01,1972,23,158,141,143
northbi01,1973,158,141,143,163
northbi01,1974,141,143,163,48
northbi01,1975,143,163,48,82
northbi01,1976,163,48,82,119
northbi01,1977,48,82,119,104
brogler01,1960,14,9,10,10
brogler01,1961,9,10,10,12
brogler01,1962,10,10,12,0
thompda01,1971,15,158,78,66
thompda01,1972,158,78,66,96
thomeji01,1992,24,41,86,142
thomeji01,1993,41,86,142,157
thomeji01,1994,86,142,157,142
thomeji01,1995,142,157,142,129
thomeji01,1996,157,142,129,137
thomeji01,1997,142,129,137,150
thomeji01,1998,129,137,150,153
thomeji01,1999,137,150,153,146
thomeji01,2000,150,153,146,154
thomeji01,2001,153,146,154,139
thomeji01,2002,146,154,139,40
thomeji01,2003,154,139,40,141
thomeji01,2004,139,40,141,119
thomeji01,2005,40,141,119,123
thomeji01,2006,141,119,123,90
thomeji01,2007,119,123,90,78
thomeji01,2008,123,90,78,71
oconnda02,1953,173,151,102,119
oconnda02,1954,151,102,119,140
oconnda02,1955,102,119,140,71
oconnda02,1956,119,140,71,11
oconnda02,1957,140,71,11,128
muserto01,1971,5,17,88,60
muserto01,1972,17,88,60,53
muserto01,1973,88,60,53,74
muserto01,1974,60,53,74,27
drabedo01,1987,7,13,8,18
drabedo01,1988,13,8,18,15
drabedo01,1989,8,18,15,14
drabedo01,1990,18,15,14,6
drabedo01,1991,15,14,6,14
drabedo01,1992,14,6,14,14
drabedo01,1993,6,14,14,10
drabedo01,1994,14,14,10,0
kniceal01,1980,0,4,25,22
kniceal01,1981,4,25,22,4
kniceal01,1982,25,22,4,40
fostege01,1970,6,114,29,11
fostege01,1971,114,29,11,73
fostege01,1972,29,11,73,139
fostege01,1973,11,73,139,172
fostege01,1974,73,139,172,197
fostege01,1975,139,172,197,170
fostege01,1976,172,197,170,133
fostege01,1977,197,170,133,144
fostege01,1978,170,133,144,122
fostege01,1979,133,144,122,136
fostege01,1980,144,122,136,145
fostege01,1981,122,136,145,149
fostege01,1982,136,145,149,119
montemi01,2007,48,47,125,79
montemi01,2008,47,125,79,139
montemi01,2009,125,79,139,139
montemi01,2010,79,139,139,95
montemi01,2011,139,139,95,119
grandcu01,2005,44,155,185,155
grandcu01,2006,155,185,155,157
grandcu01,2007,185,155,157,115
grandcu01,2008,155,157,115,153
grandcu01,2009,157,115,153,138
grandcu01,2010,115,153,138,49
grandcu01,2011,153,138,49,128
kaskoed01,1958,57,93,140,127
kaskoed01,1959,93,140,127,148
kaskoed01,1960,140,127,148,48
kaskoed01,1961,127,148,48,109
kaskoed01,1962,148,48,109,53
walkene01,2010,126,163,132,120
walkene01,2011,163,132,120,139
hortowi01,1964,13,140,138,110
hortowi01,1965,140,138,110,146
hortowi01,1966,138,110,146,133
hortowi01,1967,110,146,133,113
hortowi01,1968,146,133,113,130
hortowi01,1969,133,113,130,77
hortowi01,1970,113,130,77,130
hortowi01,1971,130,77,130,71
hortowi01,1972,77,130,71,169
hortowi01,1973,130,71,169,105
hortowi01,1974,71,169,105,151
hortowi01,1975,169,105,151,99
hortowi01,1976,105,151,99,180
maricju01,1961,7,21,20,14
maricju01,1962,21,20,14,17
maricju01,1963,20,14,17,28
maricju01,1964,14,17,28,14
maricju01,1965,17,28,14,20
maricju01,1966,28,14,20,15
maricju01,1967,14,20,15,5
maricju01,1968,20,15,5,14
maricju01,1969,15,5,14,10
maricju01,1970,5,14,10,13
maricju01,1971,14,10,13,0.0
espinda01,2011,135,147,25,73
chavera01,1997,7,0,11,1
chavera01,1998,0,11,1,10
chavera01,2000,11,1,10,34
chavera01,2002,1,10,34,17
chavera01,2003,10,34,17,5
chavera01,2004,34,17,5,30
martica02,1989,105,61,73,60
martica02,1990,61,73,60,64
burriem01,2009,48,2,28,29
kaatji01,1960,2,15,18,8
kaatji01,1961,15,18,8,14
kaatji01,1962,18,8,14,23
kaatji01,1963,8,14,23,23
kaatji01,1964,14,23,23,17
kaatji01,1965,23,23,17,12
kaatji01,1966,23,17,12,18
kaatji01,1967,17,12,18,15
kaatji01,1968,12,18,15,15
kaatji01,1969,18,15,15,13
kaatji01,1970,15,15,13,0.0
kaatji01,1971,15,13,0.0,0
kaatji01,1972,13,0.0,0,0.0
kaatji01,1973,0.0,0,0.0,14
kaatji01,1974,0,0.0,14,10
kaatji01,1975,0.0,14,10,7
kaatji01,1976,14,10,7,0.0
kaatji01,1977,10,7,0.0,5.0
kaatji01,1978,7,0.0,5.0,3
kaatji01,1979,0.0,5.0,3,0
mccraqu01,1996,82,95,179,37
mccraqu01,1997,95,179,37,4
mccraqu01,1998,179,37,4,14
mccraqu01,1999,37,4,14,108
mccraqu01,2000,4,14,108,46
mccraqu01,2001,14,108,46,48
mccraqu01,2002,108,46,48,51
heisech01,2011,71,92,53,61
torrehe01,1969,11,16,13,28
torrehe01,1970,16,13,28,6
torrehe01,1971,13,28,6,91
torrehe01,1972,28,6,91,42
sauerha01,1951,138,153,104,150
sauerha01,1952,153,104,150,55
sauerha01,1953,104,150,55,45
sauerha01,1954,150,55,45,98
sauerha01,1955,55,45,98,59
davisra01,2007,53,52,119,149
davisra01,2008,52,119,149,76
davisra01,2009,119,149,76,115
davisra01,2010,149,76,115,86
davisra01,2011,76,115,86,130
wilsoea01,1960,4,12,15,15
wilsoea01,1962,12,15,15,14
wilsoea01,1963,15,15,14,23
wilsoea01,1964,15,14,23,20
wilsoea01,1965,14,23,20,20
wilsoea01,1966,23,20,20,10
lemonji01,1953,8,30,5,146
lemonji01,1954,30,5,146,147
lemonji01,1955,5,146,147,123
lemonji01,1956,146,147,123,148
lemonji01,1957,147,123,148,142
lemonji01,1958,123,148,142,109
lemonji01,1959,148,142,109,3
bellge02,1983,30,177,167,198
bellge02,1984,177,167,198,188
bellge02,1985,167,198,188,165
bellge02,1986,198,188,165,182
bellge02,1987,188,165,182,149
bellge02,1988,165,182,149,159
bellge02,1989,182,149,159,160
blefacu01,1966,107,134,90,137
blefacu01,1967,134,90,137,57
blefacu01,1968,90,137,57,29
mcguiry01,1998,39,31,0,10
jimenma01,1963,44,46,4,14
jimenma01,1964,46,4,14,20
ellisjo01,1970,56,58,40,118
ellisjo01,1971,58,40,118,136
ellisjo01,1972,40,118,136,68
ellisjo01,1973,118,136,68,13
ellisjo01,1974,136,68,13,28
ellisjo01,1975,68,13,28,23
ellisjo01,1976,13,28,23,90
ellisjo01,1977,28,23,90,43
hernaen01,1972,64,55,119,75
hernaen01,1973,55,119,75,87
hernaen01,1974,119,75,87,0
valoel01,1951,134,109,19,48
valoel01,1952,109,19,48,103
valoel01,1953,19,48,103,86
valoel01,1954,48,103,86,44
valoel01,1955,103,86,44,25
valoel01,1956,86,44,25,7
valoel01,1957,44,25,7,18
rowanaa01,2002,78,45,151,156
rowanaa01,2003,45,151,156,106
rowanaa01,2004,151,156,106,189
rowanaa01,2005,156,106,189,149
rowanaa01,2006,106,189,149,130
rowanaa01,2007,189,149,130,76
cabrejo02,1999,7,44,75,12
cabrejo02,2000,44,75,12,98
cabrejo02,2001,75,12,98,97
sakatle01,1978,15,7,16,34
sakatle01,1979,7,16,34,89
sakatle01,1980,16,34,89,34
sakatle01,1981,34,89,34,30
sakatle01,1982,89,34,30,22
sakatle01,1983,34,30,22,12
chitiha01,1951,11,31,78,43
chitiha01,1952,31,78,43,79
chitiha01,1955,78,43,79,44
chitiha01,1956,43,79,44,59
chitiha01,1958,79,44,59,1
hershor01,1984,10,15,17,19
hershor01,1985,15,17,19,11
hershor01,1986,17,19,11,14
hershor01,1987,19,11,14,0
hershor01,1988,11,14,0,8
hershor01,1989,14,0,8,15
hershor01,1990,0,8,15,26
hershor01,1991,8,15,26,9
hershor01,1992,15,26,9,0.0
hershor01,1993,26,9,0.0,0.0
hershor01,1994,9,0.0,0.0,0
hershor01,1995,0.0,0.0,0,10
hershor01,1996,0.0,0,10,9
andremi01,1967,130,145,136,149
andremi01,1968,145,136,149,93
andremi01,1969,136,149,93,111
romered01,1980,27,18,36,46
romered01,1981,18,36,46,90
romered01,1982,36,46,90,63
romered01,1983,46,90,63,49
romered01,1984,90,63,49,64
romered01,1985,63,49,64,18
romered01,1986,49,64,18,39
abramca01,1951,42,46,128,130
abramca01,1952,46,128,130,75
armasto01,1977,87,51,69,175
armasto01,1978,51,69,175,115
armasto01,1979,69,175,115,125
armasto01,1980,175,115,125,125
armasto01,1981,115,125,125,171
armasto01,1982,125,125,171,102
armasto01,1983,125,171,102,112
armasto01,1984,171,102,112,16
armasto01,1985,102,112,16,100
olivato01,1963,3,217,185,191
olivato01,1964,217,185,191,161
olivato01,1965,185,191,161,136
olivato01,1966,191,161,136,197
olivato01,1967,161,136,197,204
olivato01,1968,136,197,204,164
olivato01,1969,197,204,164,9
olivato01,1970,204,164,9,166
olivato01,1971,164,9,166,131
olivato01,1972,9,166,131,123
veryzto01,1974,13,102,83,69
veryzto01,1975,102,83,69,114
veryzto01,1976,83,69,114,99
veryzto01,1977,69,114,99,97
veryzto01,1978,114,99,97,54
veryzto01,1979,99,97,54,18
veryzto01,1980,97,54,18,18
bressed01,1957,34,36,79,87
bressed01,1958,36,79,87,24
bressed01,1959,79,87,24,166
bressed01,1960,87,24,166,129
bressed01,1961,24,166,129,166
bressed01,1962,166,129,166,67
bressed01,1963,129,166,67,91
bournra01,1993,9,26,61,62
bournra01,1994,26,61,62,47
nievewi01,2005,0,0,10,46
nievewi01,2006,0,10,46,58
nievewi01,2007,10,46,58,32
nievewi01,2008,46,58,32,7
nievewi01,2009,58,32,7,25
nievewi01,2010,32,7,25,58
nievewi01,2011,7,25,58,31
pearsal02,1959,47,20,123,160
pearsal02,1960,20,123,160,176
pearsal02,1961,123,160,176,59
pearsal02,1962,160,176,59,100
