playerID,yearID,B_G,B_AB,B_R,B_H,B_2B,B_3B,B_HR,B_RBI,B_SB,B_CS,B_BB,B_SO,B_IBB,B_HBP,B_SH,B_SF
aaronha01,1954,122,468,58,131,27,6,13,69,2,2,28,39,0.0,3,6,4
aaronha01,1955,153,602,105,189,37,9,27,106,3,1,49,61,5,3,7,4
aaronha01,1956,153,609,106,200,34,14,26,92,2,4,37,54,6,2,5,7
aaronha01,1957,151,615,118,198,27,6,44,132,1,1,57,58,15,0,0,3
aaronha01,1958,153,601,109,196,34,4,30,95,4,1,59,49,16,1,0,3
aaronha01,1959,154,629,116,223,46,7,39,123,8,0,51,54,17,4,0,9
aaronha01,1960,153,590,102,172,20,11,40,126,16,7,60,63,13,2,0,12
aaronha01,1961,155,603,115,197,39,10,34,120,21,9,56,64,20,2,1,9
aaronha01,1962,156,592,127,191,28,6,45,128,15,7,66,73,14,3,0,6
aaronha01,1963,161,631,121,201,29,4,44,130,31,5,78,94,18,0,0,5
aaronha01,1964,145,570,103,187,30,2,24,95,22,4,62,46,9,0,0,2
aaronha01,1965,150,570,109,181,40,1,32,89,24,4,60,81,10,1,0,8
aaronha01,1966,158,603,117,168,23,1,44,127,21,3,76,96,15,1,0,8
aaronha01,1967,155,600,113,184,37,3,39,109,17,6,63,97,19,0,0,6
aaronha01,1968,160,606,84,174,33,4,29,86,28,5,64,62,23,1,0,5
aaronha01,1969,147,547,100,164,30,3,44,97,9,10,87,47,19,2,0,3
aaronha01,1970,150,516,103,154,26,1,38,118,9,0,74,63,15,2,0,6
aaronha01,1971,139,495,95,162,22,3,47,118,1,1,71,58,21,2,0,5
aaronha01,1972,129,449,75,119,10,0,34,77,4,0,92,55,15,1,0,2
aaronha01,1973,120,392,84,118,12,1,40,96,1,1,68,51,13,1,0,4
aaronha01,1974,112,340,47,91,16,0,20,69,1,0,39,29,6,0,1,2
aaronha01,1975,137,465,45,109,16,2,12,60,0,1,70,51,3,1,1,6
aaronha01,1976,85,271,22,62,8,0,10,35,0,1,35,38,1,0,0,2
aaronto01,1962,141,334,54,77,20,2,8,38,6,0,41,58,0,0,4,3
aaronto01,1963,72,135,6,27,6,1,1,15,0,3,11,27,1,0,3,2
aaronto01,1965,8,16,1,3,0,0,0,1,0,0,1,2,0,0,0,0
aaronto01,1968,98,283,21,69,10,3,1,25,3,4,21,37,1,0,2,1
aaronto01,1969,49,60,13,15,2,0,1,5,0,1,6,6,0,0,0,0
aaronto01,1970,44,63,3,13,2,0,2,7,0,0,3,10,0,0,0,0
aaronto01,1971,25,53,4,12,2,0,0,3,0,0,3,5,1,0,0,0
abbotje01,1997,19,38,8,10,1,0,1,2,0,0,0,6,0,0,0,0
abbotje01,1998,89,244,33,68,14,1,12,41,3,3,9,28,1,0,2,5
abbotje01,1999,17,57,5,9,0,0,2,6,1,1,5,12,0,0,1,1
abbotje01,2000,80,215,31,59,15,1,3,29,2,1,21,38,1,2,2,1
abbotje01,2001,28,42,5,11,3,0,0,5,0,0,3,7,0,1,0,0
abbotku01,1993,20,61,11,15,1,0,3,9,2,0,3,20,0,0,3,0
abbotku01,1994,101,345,41,86,17,3,9,33,3,0,16,98,1,5,3,2
abbotku01,1995,120,420,60,107,18,7,17,60,4,3,36,110,4,5,2,5
abbotku01,1996,109,320,37,81,18,7,8,33,3,3,22,99,1,3,4,0
abbotku01,1997,94,252,35,69,18,2,6,30,3,1,14,68,3,1,6,0
abbotku01,1998,77,194,26,51,13,1,5,24,2,1,12,53,0,2,1,3
abbotku01,1999,96,286,41,78,17,2,8,41,3,2,16,69,0,0,2,1
abbotku01,2000,79,157,22,34,7,1,6,12,1,1,14,51,2,1,0,1
abbotku01,2001,6,9,0,2,0,0,0,0,1,0,0,3,0,0,0,0
abnersh01,1987,16,47,5,13,3,1,2,7,1,0,2,8,0,0,0,0
abnersh01,1988,37,83,6,15,3,0,2,5,0,1,4,19,1,1,0,1
abnersh01,1989,57,102,13,18,4,0,2,14,1,0,5,20,2,0,0,1
abnersh01,1990,91,184,17,45,9,0,1,15,2,3,9,28,1,2,2,1
abnersh01,1991,94,216,27,42,10,2,3,14,1,2,11,43,4,1,1,1
abnersh01,1992,97,208,21,58,10,1,1,16,1,2,12,35,2,3,2,3
abramca01,1950,38,44,5,9,1,0,0,4,0,0.0,9,13,0.0,0,1,0.0
abramca01,1951,67,150,27,42,8,0,3,19,3,2,36,26,0.0,0,0,0.0
abramca01,1952,81,168,24,46,9,2,2,13,1,0,21,29,0.0,0,0,0.0
abramca01,1953,119,448,66,128,10,6,15,43,4,4,58,70,0.0,0,6,0.0
abramca01,1954,132,465,73,130,23,8,6,27,1,4,82,76,0.0,4,6,1
abramca01,1955,118,309,56,75,12,3,6,32,2,8,89,69,2,3,3,3
abramca01,1956,4,3,0,1,0,0,0,0,0,0,2,1,0,0,0,0
abreubo01,1996,15,22,1,5,1,0,0,1,0,0,2,3,0,0,0,0
abreubo01,1997,59,188,22,47,10,2,3,26,7,2,21,48,0,1,0,0
abreubo01,1998,151,497,68,155,29,6,17,74,19,10,84,133,14,0,4,4
abreubo01,1999,152,546,118,183,35,11,20,93,27,9,109,113,8,3,0,4
abreubo01,2000,154,576,103,182,42,10,25,79,28,8,100,116,9,1,0,3
abreubo01,2001,162,588,118,170,48,4,31,110,36,14,106,137,11,1,0,9
abreubo01,2002,157,572,102,176,50,6,20,85,31,12,104,117,9,3,0,6
abreubo01,2003,158,577,99,173,35,1,20,101,22,9,109,126,13,2,0,7
abreubo01,2004,159,574,118,173,47,1,30,105,40,5,127,116,10,5,0,7
abreubo01,2005,162,588,104,168,37,1,24,102,31,9,117,134,15,6,0,8
abreubo01,2006,156,548,98,163,41,2,15,107,30,6,124,138,6,3,2,9
abreubo01,2007,158,605,123,171,40,5,16,101,25,8,84,115,0,3,0,7
abreubo01,2008,156,609,100,180,39,4,20,100,22,11,73,109,2,1,0,1
abreubo01,2009,152,563,96,165,29,3,15,103,30,8,94,113,7,1,0,9
abreubo01,2010,154,573,88,146,41,1,20,78,24,10,87,132,3,2,0,5
abreubo01,2011,142,502,54,127,30,1,8,60,21,5,78,113,5,1,1,3
abreubo01,2012,100,219,29,53,11,1,3,24,6,2,37,56,3,0,0,1
abreubo01,2014,78,133,12,33,9,0,1,14,1,0,20,21,0,0,0,2
abreuto01,2007,59,166,19,45,14,1,2,17,0,0,7,21,1,3,0,2
abreuto01,2009,6,8,0,2,0,0,0,1,0,1,3,2,0,0,0,0
abreuto01,2010,81,193,16,45,11,1,1,13,2,1,4,47,0,0,0,4
abreuto01,2012,22,70,5,18,2,1,1,15,0,0,2,13,0,1,0,1
abreuto01,2013,53,138,21,37,12,3,2,14,0,2,6,33,1,1,1,1
abreuto01,2014,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ackledu01,2011,90,333,39,91,16,7,6,36,6,0,40,79,1,0,0,3
ackledu01,2012,153,607,84,137,22,2,12,50,13,3,59,124,7,0,1,1
ackledu01,2013,113,384,40,97,18,2,4,31,2,3,37,72,1,1,4,1
ackledu01,2014,143,502,64,123,27,4,14,65,8,4,32,90,1,3,3,2
ackledu01,2015,108,238,28,55,11,3,10,30,2,2,18,45,0,1,3,4
adairje01,1958,11,19,1,2,0,0,0,0,0,0,1,7,0,0,0,0
adairje01,1959,12,35,3,11,0,1,0,2,0,0,1,5,0,0,0,0
adairje01,1960,3,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0
adairje01,1961,133,386,41,102,21,1,9,37,5,2,35,51,4,2,1,4
adairje01,1962,139,538,67,153,29,4,11,48,7,7,27,77,1,2,4,3
adairje01,1963,109,382,34,87,21,3,6,30,3,3,9,51,2,2,3,5
adairje01,1964,155,569,56,141,20,3,9,47,3,2,28,72,10,1,4,3
adairje01,1965,157,582,51,151,26,3,7,66,6,4,35,65,7,2,4,2
adairje01,1966,122,422,30,105,19,2,4,39,3,2,21,52,0,1,10,6
adairje01,1967,117,414,47,112,17,1,3,35,1,5,17,52,0,3,6,3
adairje01,1968,74,208,18,45,1,0,2,12,0,0,9,28,2,1,6,0
adairje01,1969,126,432,29,108,9,1,5,48,1,3,20,36,4,3,2,4
adairje01,1970,7,27,0,4,0,0,0,1,0,1,5,3,1,0,1,0
adamsbo03,1950,115,348,57,98,21,8,3,25,7,0.0,43,29,0.0,0,3,0.0
adamsbo03,1951,125,403,57,107,12,5,5,24,4,10,43,40,0.0,1,3,0.0
adamsbo03,1952,154,637,85,180,25,4,6,48,11,9,49,67,0.0,0,8,0.0
adamsbo03,1953,150,607,99,167,14,6,8,49,3,2,58,67,0.0,0,12,0.0
adamsbo03,1954,110,390,69,105,25,6,3,23,2,5,55,46,0.0,3,4,2
adamsbo03,1955,92,171,31,43,11,3,2,23,2,0,24,25,1,3,2,1
adamsbo03,1956,41,111,19,25,6,1,0,7,1,1,25,15,0,0,5,2
adamsbo03,1957,60,187,21,47,10,2,1,10,0,3,17,28,0,2,5,0
adamsbo03,1958,62,96,14,27,4,4,0,4,2,0,6,15,0,0,3,0
adamsbo03,1959,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
adamsgl01,1975,61,90,10,27,2,1,4,15,1,0,11,25,0,1,0,1
adamsgl01,1976,69,74,2,18,4,0,0,3,1,0,1,12,0,0,0,0
adamsgl01,1977,95,269,32,91,17,0,6,49,0,2,18,30,3,0,0,3
adamsgl01,1978,116,310,27,80,18,1,7,35,0,1,17,32,0,0,2,0
adamsgl01,1979,119,326,34,98,13,1,8,50,2,2,25,27,0,3,1,6
adamsgl01,1980,99,262,32,75,11,2,6,38,2,4,15,26,1,0,6,4
adamsgl01,1981,72,220,13,46,10,0,2,24,0,1,20,26,4,0,0,2
adamsgl01,1982,30,66,2,17,4,0,1,11,0,0,4,5,0,0,0,3
adamsma01,2012,27,86,8,21,6,0,2,13,0,0,5,24,0,0,0,0
adamsma01,2013,108,296,46,84,14,0,17,51,0,1,23,80,0,0,0,0
adamsma01,2014,142,527,55,152,34,5,15,68,3,2,26,114,5,3,0,7
adamsma01,2015,60,175,14,42,9,0,5,24,1,0,10,41,1,0,0,1
adamsru01,2004,22,72,10,22,2,1,4,10,1,0,5,5,0,1,0,0
adamsru01,2005,139,481,68,123,27,5,8,63,11,2,50,57,1,3,3,8
adamsru01,2006,90,251,31,55,14,1,3,28,1,2,22,41,0,1,3,3
adamsru01,2007,27,60,14,14,3,0,2,12,2,1,7,14,1,0,2,0
adamsru01,2009,8,20,2,4,0,0,0,0,0,0,1,1,0,0,0,0
adcocjo01,1950,102,372,46,109,16,1,8,55,2,0.0,24,24,0.0,0,3,0.0
adcocjo01,1951,113,395,40,96,16,4,10,47,1,2,24,29,0.0,1,2,0.0
adcocjo01,1952,117,378,43,105,22,4,13,52,1,4,23,38,0.0,1,1,0.0
adcocjo01,1953,157,590,71,168,33,6,18,80,3,2,42,82,0.0,2,6,0.0
adcocjo01,1954,133,500,73,154,27,5,23,87,1,4,44,58,0.0,3,11,4
adcocjo01,1955,84,288,40,76,14,0,15,45,0,2,31,44,3,2,2,1
adcocjo01,1956,137,454,76,132,23,1,38,103,1,0,32,86,6,1,11,2
adcocjo01,1957,65,209,31,60,13,2,12,38,0,0,20,51,3,1,0,1
adcocjo01,1958,105,320,40,88,15,1,19,54,0,0,21,63,1,1,2,5
adcocjo01,1959,115,404,53,118,19,2,25,76,0,0,32,77,6,0,2,6
adcocjo01,1960,138,514,55,153,21,4,25,91,2,2,46,86,7,1,5,4
adcocjo01,1961,152,562,77,160,20,0,35,108,2,1,59,94,4,2,4,2
adcocjo01,1962,121,391,48,97,12,1,29,78,2,0,50,91,8,1,2,3
adcocjo01,1963,97,283,28,71,7,1,13,49,1,2,30,53,4,0,1,3
adcocjo01,1964,118,366,39,98,13,0,21,64,0,2,48,61,4,0,0,1
adcocjo01,1965,122,349,30,84,14,0,14,47,2,2,37,74,3,1,0,0
adcocjo01,1966,83,231,33,63,10,3,18,48,2,2,31,48,6,0,0,3
agbaybe01,1998,11,15,1,2,0,0,0,0,0,2,1,5,0,0,0,0
agbaybe01,1999,101,276,42,79,18,3,14,42,6,4,32,60,4,3,0,3
agbaybe01,2000,119,350,59,101,19,1,15,60,5,5,54,68,2,7,0,3
agbaybe01,2001,91,296,28,82,14,2,6,27,4,5,36,73,0,5,1,1
agbaybe01,2002,61,154,15,35,6,0,4,27,1,0,16,40,1,0,0,1
ageeto01,1962,5,14,0,3,0,0,0,2,0,0,0,4,0,0,0,0
ageeto01,1963,13,27,3,4,1,0,1,3,0,0,2,9,0,0,0,0
ageeto01,1964,13,12,0,2,0,0,0,0,0,0,0,3,0,0,0,0
ageeto01,1965,10,19,2,3,1,0,0,3,0,1,2,6,1,0,0,0
ageeto01,1966,160,629,98,172,27,8,22,86,44,18,41,127,3,10,5,4
ageeto01,1967,158,529,73,124,26,2,14,52,28,10,44,129,5,8,1,2
ageeto01,1968,132,368,30,80,12,3,5,17,13,8,15,103,3,4,3,1
ageeto01,1969,149,565,97,153,23,4,26,76,12,9,59,137,2,3,6,2
ageeto01,1970,153,636,107,182,30,7,24,75,31,15,55,156,3,2,1,2
ageeto01,1971,113,425,58,121,19,0,14,50,28,6,50,84,2,2,4,1
ageeto01,1972,114,422,52,96,23,0,13,47,8,9,53,92,6,4,1,3
ageeto01,1973,109,266,38,59,8,3,11,22,3,5,21,68,1,1,0,0
aguaylu01,1980,20,47,7,13,1,2,1,8,1,1,2,3,0,0,0,1
aguaylu01,1981,45,84,11,18,4,0,1,7,1,0,6,15,0,2,2,0
aguaylu01,1982,50,56,11,15,1,2,3,7,1,1,5,7,1,1,1,0
aguaylu01,1983,2,4,1,1,0,0,0,0,0,0,1,2,0,0,0,0
aguaylu01,1984,58,72,15,20,4,0,3,11,0,0,8,16,2,0,0,0
aguaylu01,1985,91,165,27,46,7,3,6,21,1,0,22,26,5,6,4,3
aguaylu01,1986,62,133,17,28,6,1,4,13,1,1,8,26,0,3,0,2
aguaylu01,1987,94,209,25,43,9,1,12,21,0,0,15,56,1,5,3,2
aguaylu01,1988,99,237,21,59,7,0,6,13,2,2,20,50,3,1,1,1
aguaylu01,1989,47,97,7,17,4,1,1,8,0,0,7,19,0,2,3,3
aikenwi01,1977,42,91,5,18,4,0,0,6,1,2,10,23,2,0,0,0
aikenwi01,1979,116,379,59,106,18,0,21,81,1,3,61,79,8,1,0,6
aikenwi01,1980,151,543,70,151,24,0,20,98,1,0,64,88,3,7,0,9
aikenwi01,1981,101,349,45,93,16,0,17,53,0,0,62,47,12,3,0,5
aikenwi01,1982,134,466,50,131,29,1,17,74,0,1,45,70,7,3,0,5
aikenwi01,1983,125,410,49,124,26,1,23,72,0,0,45,75,9,2,0,1
aikenwi01,1984,93,234,21,48,7,0,11,26,0,0,29,56,1,2,0,0
aikenwi01,1985,12,20,2,4,1,0,1,5,0,0,3,6,0,0,0,1
alcarlu01,1967,17,60,1,14,1,0,0,3,1,1,1,13,0,0,1,1
alcarlu01,1968,41,106,4,16,1,0,2,5,1,1,9,23,2,0,0,0
alcarlu01,1969,22,79,15,20,2,1,1,7,0,0,7,9,0,0,0,0
alcarlu01,1970,35,120,10,20,5,1,1,14,0,0,4,13,0,0,1,1
aldremi01,1986,84,216,27,54,18,3,2,25,1,3,33,34,4,2,4,1
aldremi01,1987,126,357,50,116,18,2,9,51,6,0,43,50,5,0,4,2
aldremi01,1988,139,389,44,104,15,0,3,50,6,5,56,65,13,0,1,3
aldremi01,1989,76,136,12,30,8,1,1,12,1,3,19,30,0,1,1,2
aldremi01,1990,96,161,22,39,7,1,1,18,1,2,37,31,2,1,0,1
aldremi01,1991,97,198,24,48,6,1,1,20,1,3,39,41,1,0,1,2
aldremi01,1993,95,255,40,68,13,1,10,33,1,1,34,45,2,0,3,0
aldremi01,1994,76,178,23,43,5,0,4,18,2,0,20,35,1,0,0,3
aldremi01,1995,78,149,19,40,8,0,4,24,0,0,19,31,1,1,0,3
aldremi01,1996,63,108,16,23,6,0,6,20,0,1,14,19,0,0,0,1
alexaga01,1975,3,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0
alexaga01,1976,23,73,12,13,1,1,2,7,1,0,10,16,1,0,0,1
alexaga01,1977,51,119,17,36,4,2,5,20,3,1,20,33,2,2,0,2
alexaga01,1978,148,498,57,112,20,4,27,84,0,5,57,166,5,2,1,5
alexaga01,1979,110,358,54,82,9,2,15,54,4,2,46,100,3,1,3,7
alexaga01,1980,76,178,22,40,7,1,5,31,0,4,17,52,1,0,0,3
alexaga01,1981,21,47,6,10,4,1,1,6,0,0,3,12,0,0,0,1
alexama02,1992,4,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0
alexama02,1993,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
alexama02,1995,94,242,35,57,9,1,3,23,11,4,20,30,0,2,4,0
alexama02,1996,54,68,6,7,0,0,0,4,3,3,3,27,0,0,2,0
alexama02,1997,87,248,37,66,12,4,3,22,13,1,17,54,3,3,3,1
alexama02,1998,108,264,34,60,10,1,5,25,4,1,18,66,1,1,5,1
alexama02,1999,90,177,17,48,11,2,0,15,4,0,10,38,0,0,1,1
alexama02,2000,101,194,30,41,4,3,4,19,2,0,13,41,0,0,2,0
alexama02,2004,21,21,3,5,2,0,0,3,0,0,1,7,0,0,0,0
alexama02,2005,10,18,0,2,1,0,0,0,0,0,2,5,1,1,0,0
alexama02,2006,22,34,2,6,1,1,0,4,0,1,2,5,2,0,2,1
alfoned01,1995,101,335,26,93,13,5,4,41,1,1,12,37,1,1,4,4
alfoned01,1996,123,368,36,96,15,2,4,40,2,0,25,56,2,0,9,5
alfoned01,1997,151,518,84,163,27,2,10,72,11,6,63,56,0,5,8,5
alfoned01,1998,144,557,94,155,28,2,17,78,8,3,65,77,1,3,2,3
alfoned01,1999,158,628,123,191,41,1,27,108,9,2,85,85,2,3,1,9
alfoned01,2000,150,544,109,176,40,2,25,94,3,2,95,70,1,5,0,6
alfoned01,2001,124,457,64,111,22,0,17,49,5,0,51,62,0,5,1,5
alfoned01,2002,135,490,78,151,26,0,16,56,6,0,62,55,8,7,0,3
alfoned01,2003,142,514,56,133,25,2,13,81,5,2,58,41,4,4,3,7
alfoned01,2004,139,519,66,150,26,1,11,77,1,1,46,40,2,5,2,4
alfoned01,2005,109,368,36,102,17,1,2,43,2,0,27,34,1,2,1,4
alfoned01,2006,30,87,5,11,2,0,0,5,0,0,7,4,0,1,0,0
alfonel01,2006,87,286,27,76,17,2,12,39,1,0,9,74,7,7,4,3
alfonel01,2007,26,64,5,16,2,1,1,6,0,2,2,23,2,1,0,0
alfonel01,2008,5,11,0,1,0,0,0,1,0,0,0,4,0,0,0,0
alfonel01,2009,37,114,6,20,3,0,2,8,0,0,3,34,0,0,0,0
alfonel01,2010,13,41,4,9,1,0,1,4,0,0,0,10,0,0,0,0
alfonel01,2011,25,75,2,20,1,0,1,9,0,0,3,13,0,1,0,0
alicelu01,1988,93,297,20,63,10,4,1,24,1,1,25,32,4,2,4,2
alicelu01,1991,56,68,5,13,3,0,0,0,0,1,8,19,0,0,0,0
alicelu01,1992,85,265,26,65,9,11,2,32,2,5,27,40,1,4,2,4
alicelu01,1993,115,362,50,101,19,3,3,46,11,1,47,54,2,4,1,7
alicelu01,1994,88,205,32,57,12,5,5,29,4,5,30,38,4,3,1,3
alicelu01,1995,132,419,64,113,20,3,6,44,13,10,63,61,0,7,13,9
alicelu01,1996,129,380,54,98,26,3,5,42,11,3,52,78,9,5,4,6
alicelu01,1997,128,388,59,98,16,7,5,37,22,8,69,65,3,8,4,2
alicelu01,1998,101,259,51,71,15,3,6,33,4,3,37,40,0,5,4,3
alicelu01,1999,68,164,33,33,10,0,3,17,2,1,28,32,0,0,3,1
alicelu01,2000,139,540,85,159,25,8,6,63,1,3,59,75,1,5,7,7
alicelu01,2001,113,387,44,106,16,4,4,32,8,6,23,56,0,4,3,1
alicelu01,2002,94,237,28,54,8,2,1,23,2,3,32,34,1,1,3,0
allanan01,1986,101,293,30,66,7,3,1,29,10,1,14,36,0,1,11,4
allanan01,1987,50,154,17,41,6,0,3,16,1,1,9,30,0,0,4,5
allanan01,1988,133,434,44,114,11,0,5,50,5,9,25,63,2,3,8,4
allanan01,1989,111,323,30,75,9,1,3,17,4,4,23,47,2,4,6,3
allanan01,1991,60,151,10,35,10,0,1,16,0,1,7,31,0,0,2,0
allanan01,1992,9,25,6,8,1,0,0,0,3,1,1,2,0,0,2,0
allanan01,1993,13,24,3,4,1,0,0,2,0,0,1,2,0,0,1,0
allanan01,1995,35,82,5,14,3,0,3,10,0,1,7,12,0,1,1,0
allenbe01,1962,159,573,79,154,27,7,12,64,0,1,62,82,10,0,7,4
allenbe01,1963,139,421,52,101,20,1,9,43,0,0,38,52,8,1,3,3
allenbe01,1964,74,243,28,52,8,1,6,20,1,2,33,30,7,1,3,1
allenbe01,1965,19,39,2,9,2,0,0,6,0,0,6,8,2,0,0,1
allenbe01,1966,101,319,34,76,18,1,5,30,2,3,26,40,5,2,2,1
allenbe01,1967,87,254,13,49,5,1,3,18,1,2,18,43,1,0,4,3
allenbe01,1968,120,373,31,90,12,4,6,40,2,0,28,35,5,4,0,0
allenbe01,1969,122,365,33,90,17,4,9,45,5,4,50,35,3,0,2,0
allenbe01,1970,104,261,31,61,7,1,8,29,0,2,43,21,4,0,1,0
allenbe01,1971,97,229,18,61,11,1,4,22,2,1,33,27,1,0,0,0
allenbe01,1972,84,220,26,50,9,0,9,21,0,1,23,42,4,0,1,4
allenbe01,1973,33,107,10,22,4,0,2,13,0,0,10,9,2,0,1,0
allench01,1999,137,481,69,133,21,3,10,46,14,7,37,89,1,2,1,2
allench01,2000,15,50,2,15,3,0,0,7,0,2,3,14,0,1,0,1
allench01,2001,57,175,20,46,13,2,4,20,1,2,19,37,1,0,0,1
allench01,2002,5,10,0,1,1,0,0,0,0,0,0,2,0,0,1,0
allench01,2003,12,24,2,5,1,1,0,0,0,0,0,5,0,1,0,0
allench01,2004,20,58,4,14,4,1,0,6,0,1,2,13,0,0,2,1
allench01,2005,21,53,5,15,1,1,0,5,0,1,2,13,0,0,1,0
allendi01,1963,10,24,6,7,2,1,0,2,0,0,0,5,0,0,0,1
allendi01,1964,162,632,125,201,38,13,29,91,3,4,67,138,13,0,6,3
allendi01,1965,161,619,93,187,31,14,20,85,15,2,74,150,6,2,6,6
allendi01,1966,141,524,112,166,25,10,40,110,10,6,68,136,13,3,0,4
allendi01,1967,122,463,89,142,31,10,23,77,20,5,75,117,18,1,1,0
allendi01,1968,152,521,87,137,17,9,33,90,7,7,74,161,15,1,2,7
allendi01,1969,118,438,79,126,23,3,32,89,9,3,64,144,10,0,0,4
allendi01,1970,122,459,88,128,17,5,34,101,5,4,71,118,16,2,0,1
allendi01,1971,155,549,82,162,24,1,23,90,8,1,93,113,13,1,1,5
allendi01,1972,148,506,90,156,28,5,37,113,19,8,99,126,16,1,0,3
allendi01,1973,72,250,39,79,20,3,16,41,7,2,33,51,3,1,1,3
allendi01,1974,128,462,84,139,23,1,32,88,7,1,57,89,9,1,0,5
allendi01,1975,119,416,54,97,21,3,12,62,11,2,58,109,4,2,1,4
allendi01,1976,85,298,52,80,16,1,15,49,11,4,37,63,2,0,1,3
allendi01,1977,54,171,19,41,4,0,5,31,1,3,24,36,0,1,0,4
allenga01,1979,108,241,27,49,10,2,3,22,1,1,20,42,0,1,6,3
allenga01,1980,36,70,9,25,6,0,0,10,2,2,13,11,0,0,1,1
allenga01,1981,47,139,23,31,8,0,5,25,0,0,23,33,0,1,0,1
allenga01,1982,92,264,25,54,11,0,6,33,0,3,38,39,1,1,3,1
allenga01,1983,84,230,19,53,11,0,3,30,0,1,27,43,0,2,5,5
allenga01,1984,35,83,9,19,2,0,2,8,0,0,9,14,2,0,0,0
allenga01,1985,14,34,2,4,1,0,0,3,0,0,0,10,0,0,0,0
allenha02,1966,9,31,2,12,0,0,1,6,0,0,3,6,0,0,1,0
allenha02,1967,116,292,34,68,8,4,3,17,3,4,13,53,2,0,0,2
allenha02,1968,68,128,16,28,2,2,1,9,0,0,7,16,1,1,1,0
allenha02,1969,109,271,42,75,9,3,1,17,12,3,13,28,1,1,0,1
allenha02,1970,50,99,7,22,6,0,0,8,0,1,12,14,1,0,0,1
allenha02,1972,9,21,1,3,0,0,0,0,0,0,0,2,0,0,0,0
allenha02,1973,28,39,2,4,2,0,0,0,0,1,1,9,0,0,0,0
allenje01,1996,61,229,32,60,9,3,4,31,11,6,23,50,0,4,2,2
allenje01,1997,108,369,55,94,18,2,3,43,14,7,44,79,1,7,9,6
allenje01,1998,133,360,54,98,20,3,5,31,15,6,28,76,0,12,8,1
allenje01,1999,40,73,14,16,2,0,3,9,2,1,9,23,0,1,2,1
alleyge01,1963,17,51,3,11,1,0,0,0,0,1,2,12,0,0,3,0
alleyge01,1964,81,209,30,44,3,1,6,13,0,1,21,56,2,2,0,2
alleyge01,1965,153,500,47,126,21,6,5,47,7,2,32,82,9,4,3,1
alleyge01,1966,147,579,88,173,28,10,7,43,8,8,27,83,0,5,20,3
alleyge01,1967,152,550,59,158,25,7,6,55,10,5,36,70,5,7,7,4
alleyge01,1968,133,474,48,116,20,2,4,39,13,5,39,78,6,5,9,3
alleyge01,1969,82,285,28,70,3,2,8,32,4,0,19,48,1,1,2,2
alleyge01,1970,121,426,46,104,16,5,8,41,7,3,31,70,9,3,2,4
alleyge01,1971,114,348,38,79,8,7,6,28,9,2,35,43,14,0,4,2
alleyge01,1972,119,347,30,86,12,2,3,36,4,3,38,52,10,0,3,1
alleyge01,1973,76,158,25,32,3,2,2,8,1,0,20,28,6,0,3,0
allisbo01,1958,11,35,1,7,1,0,0,0,0,2,2,5,0,0,0,0
allisbo01,1959,150,570,83,149,18,9,30,85,13,8,60,92,1,2,5,2
allisbo01,1960,144,501,79,126,30,3,15,69,11,9,92,94,4,2,5,4
allisbo01,1961,159,556,83,136,21,3,29,105,2,7,103,100,1,5,5,8
allisbo01,1962,149,519,102,138,24,8,29,102,8,5,84,115,0,4,3,3
allisbo01,1963,148,527,99,143,25,4,35,91,6,1,90,109,2,3,1,5
allisbo01,1964,149,492,90,141,27,4,32,86,10,1,92,99,4,7,0,3
allisbo01,1965,135,438,71,102,14,5,23,78,10,2,73,114,4,2,1,5
allisbo01,1966,70,168,34,37,6,1,8,19,6,0,30,34,2,3,0,2
allisbo01,1967,153,496,73,128,21,6,24,75,6,4,74,114,2,2,3,1
allisbo01,1968,145,469,63,116,16,8,22,52,9,7,52,98,5,2,1,2
allisbo01,1969,81,189,18,43,8,2,8,27,2,4,29,39,5,1,1,0
allisbo01,1970,47,72,15,15,5,0,1,7,1,0,14,20,0,1,0,0
almonbi01,1974,16,38,4,12,1,0,0,3,1,0,2,9,0,0,0,0
almonbi01,1975,6,10,0,4,0,0,0,0,0,0,0,1,0,0,0,0
almonbi01,1976,14,57,6,14,3,0,1,6,3,1,2,9,0,0,1,0
almonbi01,1977,155,613,75,160,18,11,2,43,20,9,37,114,1,0,20,0
almonbi01,1978,138,405,39,102,19,2,0,21,17,5,33,74,10,0,3,1
almonbi01,1979,100,198,20,45,3,0,1,8,6,5,21,48,7,0,5,2
almonbi01,1980,66,150,15,29,4,3,0,7,2,0,9,32,1,0,0,1
almonbi01,1981,103,349,46,105,10,2,4,41,16,6,21,60,0,2,2,3
almonbi01,1982,111,308,40,79,10,4,4,26,10,8,25,49,0,1,1,1
almonbi01,1983,143,451,45,120,29,1,4,63,26,8,26,67,3,2,5,11
almonbi01,1984,106,211,24,47,11,0,7,16,5,7,10,42,0,0,0,4
almonbi01,1985,88,244,33,66,17,0,6,29,10,7,22,61,0,1,4,3
almonbi01,1986,102,196,29,43,7,2,7,27,11,4,30,38,2,0,1,3
