playerID,guess,at_least,season4
fernach01,81.166829,78.75,108
fernach01,93.33352,81.0,125
thomale03,141.833617,112.5,141
thomale03,139.833613,105.75,61
thomale03,102.500205,45.75,42
phillmi01,78.500157,50.25,39
phillmi01,59.166785,29.25,44
phillmi01,46.166759,33.0,22
phillmi01,32.166731,16.5,30
phillmi01,29.666726,22.5,18
phillmi01,22.666712,13.5,1
ransoco01,10.833355,12.75,8
ransoco01,10.666688,6.0,13
ransoco01,12.000024,9.75,15
ransoco01,13.166693,11.25,8
ransoco01,11.166689,6.0,5
ransoco01,7.666682,3.75,54
kinerra01,147.833629,117.75,159
alouje01,119.166905,72.0,149
alouje01,133.500267,111.75,110
alouje01,120.666908,82.5,112
alouje01,117.500235,84.0,140
alouje01,125.666918,105.0,121
alouje01,125.833585,90.75,29
alouje01,78.166823,21.75,46
alouje01,52.833439,34.5,59
alouje01,49.666766,44.25,27
alouje01,40.833415,20.25,45
pagnoto01,43.666754,45.75,121
pagnoto01,82.833499,90.75,121
pagnoto01,111.000222,90.75,85
pagnoto01,103.000206,63.75,66
pagnoto01,81.500163,49.5,47
pagnoto01,59.666786,35.25,110
pagnoto01,81.66683,82.5,11
reitzke01,148.500297,119.25,154
reitzke01,156.166979,115.5,153
reitzke01,154.333642,114.75,133
reitzke01,143.166953,99.75,162
reitzke01,150.833635,121.5,141
reitzke01,146.66696,105.75,56
hilldo01,92.000184,72.0,98
hilldo01,99.666866,73.5,48
hilldo01,72.666812,36.0,93
hilldo01,78.833491,69.75,50
lawva01,84.666836,74.25,121
lawva01,110.333554,90.75,138
lawva01,125.833585,103.5,81
lawva01,106.66688,60.75,119
lawva01,109.500219,89.25,163
lawva01,134.666936,122.25,96
slaugdo01,98.33353,72.0,83
slaugdo01,91.500183,62.25,53
slaugdo01,70.166807,39.75,91
slaugdo01,77.000154,68.25,88
slaugdo01,83.166833,66.0,69
slaugdo01,79.000158,51.75,65
slaugdo01,70.166807,48.75,88
slaugdo01,77.166821,66.0,113
slaugdo01,96.66686,84.75,69
slaugdo01,86.833507,51.75,34
slaugdo01,58.833451,25.5,76
templga01,199.167065,158.25,161
templga01,181.000362,120.75,96
templga01,136.833607,72.0,139
templga01,128.33359,104.25,121
templga01,122.833579,90.75,127
templga01,127.000254,95.25,154
templga01,139.500279,115.5,126
templga01,135.500271,94.5,113
templga01,124.166915,84.75,90
templga01,103.666874,67.5,129
templga01,113.33356,96.75,125
castrst01,177.000354,122.25,154
fregoji01,135.166937,105.0,167
fregoji01,158.500317,125.25,154
fregoji01,156.000312,115.5,171
fregoji01,164.666996,128.25,150
fregoji01,157.666982,112.5,151
fregoji01,154.000308,113.25,167
fregoji01,158.833651,125.25,81
fregoji01,121.333576,60.75,79
fregoji01,94.333522,59.25,71
fregoji01,75.333484,53.25,60
fregoji01,66.833467,45.0,50
fregoji01,56.833447,37.5,31
fregoji01,42.166751,23.25,23
torrefr01,84.833503,45.0,9
torrefr01,43.666754,6.75,52
goodwto01,4.500009,0.0,138
goodwto01,69.833473,103.5,148
goodwto01,120.00024,111.0,149
goodwto01,146.833627,111.75,151
goodwto01,149.833633,113.25,105
goodwto01,127.666922,78.75,139
goodwto01,129.666926,104.25,66
goodwto01,96.833527,49.5,40
goodwto01,65.166797,30.0,49
hillaa01,112.500225,40.5,195
hillaa01,145.00029,146.25,108
hillaa01,128.000256,81.0,128
hillaa01,132.500265,96.0,184
hillaa01,152.666972,138.0,95
hillaa01,130.166927,71.25,122
tollewa01,78.000156,54.0,101
tollewa01,94.833523,75.75,126
tollewa01,108.666884,94.5,77
tollewa01,97.333528,57.75,15
tollewa01,54.166775,11.25,23
lopezhe01,137.333608,110.25,153
lopezhe01,144.666956,114.75,116
lopezhe01,133.500267,87.0,54
lopezhe01,91.166849,40.5,92
lopezhe01,83.3335,69.0,108
lopezhe01,93.666854,81.0,74
lopezhe01,88.33351,55.5,74
davenji01,111.000222,90.75,144
davenji01,127.500255,108.0,116
davenji01,126.166919,87.0,70
davenji01,97.666862,52.5,68
davenji01,76.66682,51.0,76
davenji01,72.333478,57.0,81
davenji01,77.166821,60.75,61
davenji01,70.166807,45.75,73
grossga01,44.333422,32.25,82
grossga01,64.833463,61.5,64
vukovge01,70.500141,57.75,133
mathije01,40.833415,41.25,50
mathije01,49.333432,37.5,40
mathije01,45.833425,30.0,43
mathije01,43.166753,32.25,46
mathije01,44.000088,34.5,42
mathije01,43.500087,31.5,35
herrejo03,62.666792,44.25,57
herrejo03,59.500119,42.75,21
nettlgr01,84.000168,96.75,156
nettlgr01,129.333592,117.0,141
nettlgr01,144.000288,105.75,129
nettlgr01,137.500275,96.75,139
nettlgr01,136.000272,104.25,155
nettlgr01,145.333624,116.25,148
nettlgr01,148.833631,111.0,150
nettlgr01,150.166967,112.5,162
nettlgr01,155.666978,121.5,132
nettlgr01,145.00029,99.0,79
nettlgr01,110.500221,59.25,85
nettlgr01,90.833515,63.75,94
nettlgr01,88.500177,70.5,123
nettlgr01,107.000214,92.25,90
nettlgr01,101.66687,67.5,115
nettlgr01,108.000216,86.25,77
nettlgr01,91.833517,57.75,37
jonesbo02,13.33336,2.25,9
jonesbo02,11.333356,6.75,16
jonesbo02,11.500023,12.0,37
jonesbo02,25.333384,27.75,30
oberrmi01,13.33336,7.5,10
oberrmi01,11.66669,7.5,8
freesge02,65.833465,39.0,107
freesge02,87.166841,80.25,124
freesge02,106.333546,93.0,159
freesge02,138.666944,119.25,6
freesge02,76.66682,4.5,53
freesge02,55.00011,39.75,65
freesge02,51.166769,48.75,30
muellbi02,131.333596,90.0,150
muellbi02,141.166949,112.5,62
muellbi02,101.000202,46.5,96
muellbi02,93.666854,72.0,171
muellbi02,127.833589,128.25,113
muellbi02,129.500259,84.75,153
corajo01,37.500075,41.25,30
corajo01,37.833409,22.5,155
corajo01,96.66686,116.25,86
corajo01,99.666866,64.5,127
corajo01,118.000236,95.25,154
corajo01,133.666934,115.5,172
piazzmi01,147.000294,112.5,184
piazzmi01,163.500327,138.0,201
piazzmi01,186.833707,150.75,184
piazzmi01,189.667046,138.0,162
piazzmi01,175.833685,121.5,156
piazzmi01,162.666992,117.0,151
piazzmi01,154.500309,113.25,134
piazzmi01,143.33362,100.5,67
piazzmi01,103.33354,50.25,121
piazzmi01,105.166877,90.75,100
piazzmi01,101.500203,75.0,113
woodwch01,50.166767,64.5,91
woodwch01,76.166819,68.25,50
woodwch01,69.666806,37.5,49
woodwch01,56.333446,36.75,48
woodwch01,48.666764,36.0,27
woodwch01,37.666742,20.25,17
woodwch01,25.500051,12.75,3
strawda01,119.666906,92.25,151
strawda01,134.666936,113.25,146
strawda01,143.833621,109.5,107
strawda01,127.333588,80.25,150
strawda01,135.00027,112.5,134
strawda01,134.833603,100.5,37
strawda01,88.166843,27.75,14
strawda01,41.66675,10.5,22
strawda01,21.833377,16.5,24
strawda01,21.66671,18.0,53
strawda01,38.166743,39.75,3
strawda01,23.166713,2.25,73
brilene01,8.000016,8.25,8
brilene01,8.666684,6.0,7
brilene01,8.000016,5.25,10
brilene01,8.666684,7.5,11
brilene01,10.00002,8.25,14
brilene01,12.333358,10.5,0
brilene01,6.500013,0.0,0.0
brilene01,2.333338,0.0,0.0
brilene01,0.0,0.0,0.0
asselbr01,14.166695,0.75,62
gilge01,34.166735,6.75,24
brownbo04,52.000104,44.25,60
brownbo04,52.000104,45.0,43
ordonma01,180.333694,138.75,181
ordonma01,183.500367,135.75,189
ordonma01,185.667038,141.75,192
ordonma01,189.167045,144.0,59
ordonma01,125.00025,44.25,92
ordonma01,97.666862,69.0,177
ordonma01,129.000258,132.75,216
ordonma01,182.333698,162.0,178
ordonma01,190.500381,133.5,144
ordonma01,167.333668,108.0,98
gonzaad01,154.333642,136.5,172
gonzaad01,175.500351,129.0,153
gonzaad01,164.166995,114.75,176
gonzaad01,167.667002,132.0,213
gonzaad01,190.667048,159.75,188
gonzaad01,194.333722,141.0,171
gonzaad01,183.667034,128.25,163
northbi01,127.000254,105.75,143
northbi01,144.833623,107.25,163
northbi01,152.666972,122.25,48
northbi01,102.166871,36.0,82
northbi01,84.166835,61.5,119
northbi01,94.833523,89.25,104
brogler01,10.333354,7.5,10
brogler01,9.833353,7.5,12
brogler01,11.000022,9.0,0
thompda01,94.166855,58.5,66
thompda01,85.333504,49.5,96
thomeji01,60.666788,64.5,142
thomeji01,106.500213,106.5,157
thomeji01,140.166947,117.75,142
thomeji01,147.000294,106.5,129
thomeji01,138.000276,96.75,137
thomeji01,135.166937,102.75,150
thomeji01,142.166951,112.5,153
thomeji01,149.333632,114.75,146
thomeji01,149.000298,109.5,154
thomeji01,151.166969,115.5,139
thomeji01,145.166957,104.25,40
thomeji01,92.000184,30.0,141
thomeji01,107.000214,105.75,119
thomeji01,113.166893,89.25,123
thomeji01,124.666916,92.25,90
thomeji01,105.833545,67.5,78
thomeji01,89.500179,58.5,71
oconnda02,130.166927,76.5,119
oconnda02,118.666904,89.25,140
oconnda02,126.66692,105.0,71
oconnda02,102.000204,53.25,11
oconnda02,52.500105,8.25,128
muserto01,50.500101,66.0,60
muserto01,62.166791,45.0,53
muserto01,61.166789,39.75,74
muserto01,64.666796,55.5,27
drabedo01,9.500019,6.0,18
drabedo01,13.833361,13.5,15
drabedo01,14.833363,11.25,14
drabedo01,15.00003,10.5,6
drabedo01,10.166687,4.5,14
drabedo01,11.333356,10.5,14
drabedo01,12.666692,10.5,10
drabedo01,12.000024,7.5,0
kniceal01,13.833361,18.75,22
kniceal01,20.00004,16.5,4
kniceal01,13.500027,3.0,40
fostege01,53.500107,21.75,11
fostege01,34.166735,8.25,73
fostege01,45.00009,54.75,139
fostege01,95.666858,104.25,172
fostege01,144.500289,129.0,197
fostege01,179.000358,147.75,170
fostege01,179.333692,127.5,133
fostege01,156.000312,99.75,144
fostege01,144.666956,108.0,122
fostege01,131.166929,91.5,136
fostege01,132.666932,102.0,145
fostege01,138.166943,108.75,149
fostege01,145.500291,111.75,119
montemi01,86.166839,93.75,79
montemi01,89.000178,59.25,139
montemi01,116.6669,104.25,139
montemi01,129.000258,104.25,95
montemi01,117.000234,71.25,119
grandcu01,151.500303,138.75,155
grandcu01,165.00033,116.25,157
grandcu01,161.000322,117.75,115
grandcu01,135.666938,86.25,153
grandcu01,141.000282,114.75,138
grandcu01,139.166945,103.5,49
grandcu01,96.000192,36.75,128
kaskoed01,110.500221,105.0,127
kaskoed01,125.666918,95.25,148
kaskoed01,139.666946,111.0,48
kaskoed01,94.500189,36.0,109
kaskoed01,95.166857,81.75,53
walkene01,141.333616,99.0,120
walkene01,131.166929,90.0,139
hortowi01,117.833569,103.5,110
hortowi01,124.333582,82.5,146
hortowi01,132.666932,109.5,133
hortowi01,133.500267,99.75,113
hortowi01,125.166917,84.75,130
hortowi01,124.833583,97.5,77
hortowi01,100.666868,57.75,130
hortowi01,112.333558,97.5,71
hortowi01,91.66685,53.25,169
hortowi01,129.833593,126.75,105
hortowi01,120.666908,78.75,151
hortowi01,138.666944,113.25,99
hortowi01,117.333568,74.25,180
maricju01,18.166703,15.0,14
maricju01,17.166701,10.5,17
maricju01,16.500033,12.75,28
maricju01,22.000044,21.0,14
maricju01,19.166705,10.5,20
maricju01,19.333372,15.0,15
maricju01,16.500033,11.25,5
maricju01,10.833355,3.75,14
maricju01,11.166689,10.5,10
maricju01,10.500021,7.5,13
maricju01,12.166691,9.75,0.0
espinda01,84.000168,18.75,73
chavera01,6.66668,8.25,1
chavera01,4.166675,0.75,10
chavera01,7.166681,7.5,34
chavera01,20.500041,25.5,17
chavera01,21.500043,12.75,5
chavera01,13.833361,3.75,30
martica02,74.333482,54.75,60
martica02,64.500129,45.0,64
burriem01,22.666712,21.0,29
kaatji01,14.333362,13.5,8
kaatji01,12.500025,6.0,14
kaatji01,12.666692,10.5,23
kaatji01,17.500035,17.25,23
kaatji01,21.500043,17.25,17
kaatji01,20.00004,12.75,12
kaatji01,15.500031,9.0,18
kaatji01,15.833365,13.5,15
kaatji01,15.500031,11.25,15
kaatji01,15.500031,11.25,13
kaatji01,14.000028,9.75,0.0
kaatji01,6.833347,0.0,0
kaatji01,2.166671,0.0,0.0
kaatji01,0.0,0.0,14
kaatji01,7.000014,10.5,10
kaatji01,9.666686,7.5,7
kaatji01,9.166685,5.25,0.0
kaatji01,4.000008,0.0,5.0
kaatji01,3.666674,3.75,3
kaatji01,3.166673,2.25,0
mccraqu01,134.833603,134.25,37
mccraqu01,94.000188,27.75,4
mccraqu01,44.166755,3.0,14
mccraqu01,14.500029,10.5,108
mccraqu01,59.333452,81.0,46
mccraqu01,61.333456,34.5,48
mccraqu01,57.333448,36.0,51
heisech01,69.000138,39.75,61
torrehe01,13.666694,9.75,28
torrehe01,21.000042,21.0,6
torrehe01,14.500029,4.5,91
torrehe01,52.166771,68.25,42
sauerha01,126.000252,78.0,150
sauerha01,135.166937,112.5,55
sauerha01,94.833523,41.25,45
sauerha01,65.833465,33.75,98
sauerha01,73.166813,73.5,59
davisra01,85.666838,89.25,149
davisra01,122.833579,111.75,76
davisra01,107.500215,57.0,115
davisra01,107.666882,86.25,86
davisra01,94.000188,64.5,130
wilsoea01,12.166691,11.25,15
wilsoea01,14.500029,11.25,14
wilsoea01,14.500029,10.5,23
wilsoea01,18.666704,17.25,20
wilsoea01,20.00004,15.0,20
wilsoea01,20.500041,15.0,10
lemonji01,13.833361,3.75,146
lemonji01,79.666826,109.5,147
lemonji01,123.000246,110.25,123
lemonji01,134.833603,92.25,148
lemonji01,139.500279,111.0,142
lemonji01,140.833615,106.5,109
lemonji01,126.500253,81.75,3
bellge02,147.500295,125.25,198
bellge02,184.167035,148.5,188
bellge02,187.833709,141.0,165
bellge02,178.167023,123.75,182
bellge02,177.333688,136.5,149
bellge02,162.666992,111.75,159
bellge02,159.500319,119.25,160
blefacu01,107.500215,67.5,137
blefacu01,120.833575,102.75,57
blefacu01,89.166845,42.75,29
mcguiry01,16.833367,0.0,10
jimenma01,24.666716,3.0,14
jimenma01,16.000032,10.5,20
ellisjo01,48.666764,30.0,118
ellisjo01,82.000164,88.5,136
ellisjo01,114.000228,102.0,68
ellisjo01,99.000198,51.0,13
ellisjo01,51.833437,9.75,28
ellisjo01,29.666726,21.0,23
ellisjo01,23.000046,17.25,90
ellisjo01,57.333448,67.5,43
hernaen01,88.500177,89.25,75
hernaen01,86.333506,56.25,87
hernaen01,88.33351,65.25,0
valoel01,68.166803,14.25,48
valoel01,48.500097,36.0,103
valoel01,70.666808,77.25,86
valoel01,85.333504,64.5,44
valoel01,67.833469,33.0,25
valoel01,41.500083,18.75,7
valoel01,19.166705,5.25,18
rowanaa01,103.500207,113.25,156
rowanaa01,135.833605,117.0,106
rowanaa01,130.166927,79.5,189
rowanaa01,155.833645,141.75,149
rowanaa01,155.166977,111.75,130
rowanaa01,146.166959,97.5,76
cabrejo02,53.33344,56.25,12
cabrejo02,38.33341,9.0,98
cabrejo02,65.500131,73.5,97
sakatle01,12.833359,12.0,34
sakatle01,23.500047,25.5,89
sakatle01,58.500117,66.75,34
sakatle01,52.333438,25.5,30
sakatle01,41.166749,22.5,22
sakatle01,26.66672,16.5,12
chitiha01,51.166769,58.5,43
chitiha01,52.666772,32.25,79
chitiha01,66.833467,59.25,44
chitiha01,55.500111,33.0,59
chitiha01,57.333448,44.25,1
hershor01,15.166697,12.75,19
hershor01,17.666702,14.25,11
hershor01,14.666696,8.25,14
hershor01,13.833361,10.5,0
hershor01,6.500013,0.0,8
hershor01,6.333346,6.0,15
hershor01,10.166687,11.25,26
hershor01,19.333372,19.5,9
hershor01,15.666698,6.75,0.0
hershor01,7.333348,0.0,0.0
hershor01,1.500003,0.0,0
hershor01,0.0,0.0,10
hershor01,5.00001,7.5,9
andremi01,138.000276,102.0,149
andremi01,144.000288,111.75,93
andremi01,118.833571,69.75,111
romered01,28.500057,27.0,46
romered01,38.000076,34.5,90
romered01,66.333466,67.5,63
romered01,69.166805,47.25,49
romered01,60.500121,36.75,64
romered01,58.833451,48.0,18
romered01,38.500077,13.5,39
abramca01,86.333506,96.0,130
abramca01,115.333564,97.5,75
armasto01,66.000132,51.75,175
armasto01,119.000238,131.25,115
armasto01,127.333588,86.25,125
armasto01,130.00026,93.75,125
armasto01,123.33358,93.75,171
armasto01,148.000296,128.25,102
armasto01,128.833591,76.5,112
armasto01,118.500237,84.0,16
armasto01,62.333458,12.0,100
olivato01,165.333664,138.75,191
olivato01,193.33372,143.25,161
olivato01,175.00035,120.75,136
olivato01,153.500307,102.0,197
olivato01,170.667008,147.75,204
olivato01,190.333714,153.0,164
olivato01,182.833699,123.0,9
olivato01,93.166853,6.75,166
olivato01,113.33356,124.5,131
olivato01,122.333578,98.25,123
veryzto01,77.666822,62.25,69
veryzto01,79.166825,51.75,114
veryzto01,93.833521,85.5,99
veryzto01,99.000198,74.25,97
veryzto01,100.500201,72.75,54
veryzto01,75.833485,40.5,18
veryzto01,43.166753,13.5,18
bressed01,57.166781,59.25,87
bressed01,75.833485,65.25,24
bressed01,54.166775,18.0,166
bressed01,105.500211,124.5,129
bressed01,123.833581,96.75,166
bressed01,153.666974,124.5,67
bressed01,110.333554,50.25,91
bournra01,40.666748,45.75,62
bournra01,55.666778,46.5,47
nievewi01,5.00001,7.5,46
nievewi01,26.333386,34.5,58
nievewi01,46.000092,43.5,32
nievewi01,43.000086,24.0,7
nievewi01,23.833381,5.25,25
nievewi01,20.166707,18.75,58
nievewi01,38.500077,43.5,31
pearsal02,76.000152,92.25,160
pearsal02,124.333582,120.0,176
pearsal02,161.833657,132.0,59
pearsal02,114.833563,44.25,100
suttodo01,12.833359,11.25,13
suttodo01,13.33336,9.75,19
suttodo01,16.333366,14.25,13
suttodo01,15.00003,9.75,10
suttodo01,12.500025,7.5,18
suttodo01,14.500029,13.5,11
