playerID,guess,at_least,season4
blowemi01,1.66667,0.75,15
blowemi01,8.000016,11.25,9
blowemi01,9.666686,6.75,23
blowemi01,17.000034,17.25,6
blowemi01,12.166691,4.5,5
blowemi01,8.33335,3.75,11
hillech01,3.000006,0.75,6
hillech01,4.333342,4.5,2
hillech01,3.166673,1.5,0
hernara02,10.833355,5.25,21
hernara02,15.333364,15.75,18
hernara02,17.166701,13.5,12
hernara02,15.500031,9.0,23
hernara02,18.500037,17.25,9
hernara02,14.166695,6.75,15
hernara02,14.333362,11.25,5
hernara02,9.000018,3.75,7
hernara02,7.666682,5.25,12
hernara02,9.166685,9.0,5
spraged02,9.666686,8.25,18
spraged02,14.666696,13.5,36
spraged02,25.833385,27.0,14
spraged02,22.000044,10.5,20
spraged02,20.666708,15.0,22
spraged02,20.00004,16.5,12
demetdo01,11.333356,6.75,21
demetdo01,16.500033,15.75,29
demetdo01,23.000046,21.75,22
demetdo01,24.166715,16.5,22
demetdo01,23.166713,16.5,16
demetdo01,19.000038,12.0,14
davisch02,6.333346,3.75,33
davisch02,18.33337,24.75,53
davisch02,38.33341,39.75,26
roberbi01,5.500011,6.75,3
roberbi01,5.00001,2.25,4
roberbi01,4.500009,3.0,1
roberbi01,2.333338,0.75,2
roberbi01,2.000004,1.5,2
roberbi01,1.833337,1.5,0
roberbi01,1.000002,0.0,4
roberle01,4.000008,0.0,22
roberle01,12.166691,16.5,15
roberle01,14.833363,11.25,10
roberle01,13.666694,7.5,4
roberle01,7.833349,3.0,2
roberle01,4.000008,1.5,8
tysonmi01,1.500003,1.5,3
tysonmi01,2.333338,2.25,7
tysonmi01,4.833343,5.25,3
tysonmi01,4.333342,2.25,5
tysonmi01,4.666676,3.75,3
clarkro02,0.666668,0.0,0
clarkro02,0.166667,0.0,2
hopkiga01,7.833349,6.75,0
hopkiga01,4.000008,0.0,2
canoro01,15.833365,10.5,25
canoro01,20.333374,18.75,29
canoro01,25.166717,21.75,28
canoro01,27.833389,21.0,33
canoro01,30.666728,24.75,27
canoro01,29.166725,20.25,14
thompro01,10.500021,9.75,15
thompro01,13.000026,11.25,19
thompro01,16.6667,14.25,14
thompro01,15.833365,10.5,19
thompro01,17.333368,14.25,2
thompro01,9.666686,1.5,8
sizemgr01,25.00005,18.0,33
sizemgr01,29.166725,24.75,18
sizemgr01,24.000048,13.5,0
sizemgr01,11.500023,0.0,10
sizemgr01,8.000016,7.5,5
clinety01,0.666668,0.0,1
clinety01,0.833335,0.75,0
clinety01,0.333334,0.0,0
clinety01,0.166667,0.0,0
clinety01,0.0,0.0,1
clinety01,0.500001,0.75,2
clinety01,1.333336,1.5,0
sweenry01,4.833343,4.5,1
sweenry01,3.33334,0.75,1
sweenry01,1.833337,0.75,0
sweenry01,0.500001,0.0,6
browndo01,16.000032,20.25,10
kunkeje01,0.833335,0.75,2
kunkeje01,1.500003,1.5,8
kunkeje01,4.833343,6.0,3
saboch01,22.333378,19.5,12
saboch01,18.833371,9.0,21
saboch01,18.833371,15.75,11
saboch01,14.500029,8.25,1
waitked01,1.333336,0.75,2
mendoma01,0.0,0.0,1
mendoma01,0.500001,0.75,1
mendoma01,0.833335,0.75,2
mendoma01,1.500003,1.5,0
dilonmi01,0.0,0.0,1
dilonmi01,0.500001,0.75,1
dilonmi01,0.833335,0.75,0
dilonmi01,0.500001,0.0,0
dilonmi01,0.166667,0.0,3
dilonmi01,1.500003,2.25,0
dilonmi01,1.000002,0.0,1
conlege01,0.0,0.0,0
conlege01,0.0,0.0,1
conlege01,0.500001,0.75,0
conlege01,0.333334,0.0,1
conlege01,0.666668,0.75,2
conlege01,1.333336,1.5,1
allenga01,4.666676,4.5,3
allenga01,4.333342,2.25,2
stankan01,0.333334,0.0,0
stankan01,0.166667,0.0,1
jonesda03,3.666674,2.25,5
jonesda03,4.166675,3.75,3
jonesda03,3.666674,2.25,6
jonesda03,4.833343,4.5,5
vealco01,0.166667,0.0,0
